Date,State,County,BEVCount,PHEVCount,EVTotal,NonEVTotal
2017-07-31,WA,Pend Oreille,0,0,0,5582
2023-05-31,WA,Spokane,39,0,39,101203
2022-06-30,WA,Thurston,2182,1055,3237,194425
2020-02-29,CA,San Mateo,0,1,1,116
2017-01-31,WA,Stevens,0,0,0,18341
2020-01-31,WA,Benton,337,315,652,135323
2017-10-31,WA,Cowlitz,54,65,119,70430
2019-07-31,WA,Garfield,1,1,2,1298
2018-08-31,WA,Cowlitz,62,81,143,71989
2017-01-31,WA,Clark,0,0,0,77522
2022-05-31,WA,Kitsap,2354,1031,3385,178653
2019-01-31,WA,Walla Walla,42,54,96,36138
2020-11-30,WA,Pacific,36,34,70,15737
2019-03-31,CA,Shasta,1,0,1,41
2021-12-31,WA,Clallam,383,239,622,50384
2017-12-31,WA,Clallam,99,91,190,49056
2017-08-31,WA,Clark,794,528,1322,300774
2018-09-30,WA,Jefferson,153,99,252,24693
2021-12-31,WA,Klickitat,89,53,142,15347
2021-09-30,WA,Douglas,103,51,154,28572
2018-01-31,WA,Lewis,52,43,95,56805
2018-05-31,CA,Santa Clara,7,0,7,381
2019-06-30,WA,Kittitas,0,0,0,14422
2021-06-30,CA,Kern,0,1,1,211
2018-10-31,WA,Cowlitz,69,86,155,72155
2021-08-31,WA,Wahkiakum,0,0,0,1801
2019-03-31,WA,King,6,1,7,181762
2019-12-31,WA,Clark,0,0,0,81316
2019-03-31,WA,Clark,1358,881,2239,311974
2017-11-30,WA,King,11131,4614,15745,1371535
2017-03-31,WA,Clallam,0,0,0,21041
2017-07-31,CA,Tulare,1,0,1,195
2022-11-30,CA,Santa Cruz,1,0,1,18
2017-07-31,WA,Grant,19,30,49,61004
2022-11-30,WA,Ferry,24,4,28,4370
2022-03-31,WA,Adams,0,0,0,5488
2021-04-30,WA,Lewis,0,0,0,26910
2017-09-30,WA,Walla Walla,27,28,55,35036
2020-10-31,CA,Monterey,0,1,1,155
2020-04-30,WA,Whitman,44,48,92,22313
2020-09-30,WA,Asotin,17,14,31,12398
2022-03-31,WA,Thurston,3,0,3,55747
2023-04-30,CA,San Bernardino,2,1,3,253
2019-06-30,WA,Pend Oreille,0,0,0,5732
2018-08-31,WA,Clark,0,0,0,79303
2018-07-31,WA,Wahkiakum,0,0,0,1681
2020-11-30,WA,Spokane,859,542,1401,320275
2023-05-31,WA,Stevens,110,64,174,29562
2023-05-31,CA,Kings,2,1,3,255
2019-07-31,WA,Yakima,109,107,216,165397
2017-03-31,CA,San Mateo,0,1,1,157
2020-04-30,CA,Ventura,0,3,3,287
2021-09-30,WA,Chelan,0,0,0,23103
2022-10-31,CA,Monterey,1,1,2,120
2019-11-30,WA,Ferry,5,2,7,4414
2021-02-28,WA,Pacific,37,38,75,15822
2023-02-28,WA,Adams,21,11,32,13008
2018-04-30,CA,Ventura,0,1,1,319
2018-10-31,WA,Walla Walla,36,50,86,35994
2023-05-31,WA,San Juan,611,173,784,13720
2020-07-31,WA,Lincoln,0,0,0,4661
2018-06-30,WA,Snohomish,1,0,1,121653
2019-04-30,WA,Yakima,0,0,0,58948
2022-12-31,WA,Adams,23,11,34,13019
2021-12-31,WA,Wahkiakum,0,0,0,1824
2021-06-30,WA,Ferry,9,3,12,4373
2017-07-31,WA,Jefferson,0,0,0,9414
2017-01-31,WA,Clark,673,426,1099,297819
2019-12-31,WA,Garfield,0,1,1,1306
2022-08-31,WA,Asotin,0,0,0,6695
2017-06-30,WA,Pacific,0,0,0,7471
2018-12-31,WA,Grant,32,52,84,64196
2019-04-30,WA,Skamania,21,16,37,8713
2021-06-30,WA,Franklin,123,97,220,62016
2019-07-31,WA,San Juan,220,72,292,14446
2022-06-30,WA,Walla Walla,0,0,0,13934
2022-11-30,WA,Benton,7,0,7,43416
2019-07-31,WA,Lewis,0,0,0,25966
2018-11-30,WA,Spokane,408,358,766,306895
2022-02-28,WA,Grays Harbor,0,0,0,21340
2021-08-31,WA,Cowlitz,237,152,389,72118
2020-01-31,WA,Pend Oreille,8,7,15,9470
2022-12-31,WA,Walla Walla,201,106,307,35691
2022-06-30,WA,Whatcom,7,0,7,43365
2022-03-31,WA,Clark,3744,1656,5400,318350
2020-01-31,WA,King,23196,7620,30816,1399178
2020-11-30,WA,Stevens,36,39,75,30275
2022-01-31,WA,Skamania,60,43,103,8316
2018-04-30,WA,Snohomish,1,0,1,121256
2019-05-31,WA,Wahkiakum,2,2,4,3017
2020-08-31,CA,Santa Clara,8,2,10,274
2018-05-31,WA,Clark,963,696,1659,307153
2022-09-30,WA,Stevens,81,56,137,30090
2021-11-30,WA,Skamania,57,40,97,8344
2019-11-30,WA,San Juan,0,0,0,5929
2022-10-31,WA,Kittitas,291,94,385,29590
2019-09-30,WA,Pacific,25,29,54,16078
2020-08-31,WA,Cowlitz,152,120,272,72131
2019-05-31,WA,Skamania,23,17,40,8719
2021-09-30,WA,Wahkiakum,16,8,24,3071
2020-04-30,WA,Asotin,0,0,0,6617
2018-09-30,WA,Walla Walla,36,50,86,35925
2021-07-31,WA,Chelan,350,101,451,54716
2017-06-30,WA,Wahkiakum,0,2,2,2832
2020-03-31,WA,Whatcom,3,0,3,43025
2020-08-31,WA,Lincoln,0,0,0,4652
2022-09-30,WA,Pierce,5530,2431,7961,541956
2021-04-30,WA,Kittitas,153,58,211,29983
2023-02-28,WA,Garfield,0,0,0,979
2021-11-30,WA,San Juan,473,147,620,14195
2021-04-30,WA,Whatcom,1355,582,1937,151158
2018-02-28,WA,Franklin,32,51,83,57008
2021-12-31,WA,Franklin,162,104,266,62306
2022-06-30,WA,Garfield,0,0,0,984
2017-10-31,WA,Whitman,12,20,32,22299
2020-03-31,CA,Placer,2,0,2,92
2017-02-28,WA,Lincoln,2,4,6,7509
2023-03-31,WA,Clallam,17,0,17,21712
2021-11-30,WA,Klickitat,0,0,0,8335
2020-06-30,WA,Ferry,5,3,8,4330
2019-11-30,WA,Benton,0,0,0,42413
2022-12-31,CA,San Bernardino,1,1,2,282
2019-11-30,WA,Asotin,0,0,0,6694
2017-05-31,WA,Thurston,0,0,0,53243
2021-01-31,WA,Cowlitz,188,129,317,72162
2017-01-31,WA,Chelan,54,28,82,51898
2019-04-30,CA,San Joaquin,1,0,1,133
2020-12-31,WA,Mason,0,0,0,20948
2021-08-31,WA,Klickitat,0,0,0,8331
2018-09-30,WA,Jefferson,0,0,0,9644
2018-08-31,WA,Skagit,1,0,1,32229
2019-10-31,WA,Grant,0,0,0,26891
2019-03-31,WA,Garfield,1,1,2,1310
2018-11-30,WA,Clallam,0,0,0,21613
2019-02-28,WA,Asotin,12,9,21,12682
2021-03-31,WA,Island,0,0,0,21460
2023-03-31,CA,Kern,1,1,2,178
2021-07-31,WA,Stevens,0,0,0,18921
2018-07-31,WA,Klickitat,0,0,0,8126
2021-01-31,WA,Garfield,0,0,0,1003
2020-05-31,CA,San Mateo,0,1,1,113
2022-01-31,WA,Jefferson,385,197,582,24693
2021-10-31,WA,Pacific,0,0,0,7990
2021-11-30,WA,Yakima,0,0,0,61715
2021-09-30,WA,Pierce,0,0,0,145459
2020-04-30,WA,Columbia,0,0,0,1524
2020-10-31,WA,Clark,0,0,0,83170
2022-07-31,WA,Columbia,0,0,0,1577
2021-12-31,WA,Pacific,51,64,115,16068
2020-03-31,CA,Shasta,1,0,1,38
2020-10-31,WA,Island,463,284,747,62908
2022-08-31,WA,Kittitas,284,88,372,29610
2022-10-31,WA,Garfield,1,3,4,1315
2017-11-30,WA,Douglas,37,33,70,27072
2022-02-28,WA,Spokane,1392,784,2176,326237
2018-11-30,WA,Skamania,18,14,32,8731
2023-01-31,WA,Wahkiakum,1,0,1,1794
2019-05-31,WA,Thurston,0,0,0,55085
2020-09-30,WA,Walla Walla,86,62,148,35944
2017-12-31,WA,Columbia,2,1,3,2403
2022-01-31,WA,Walla Walla,0,0,0,14104
2018-04-30,WA,Yakima,62,84,146,163240
2020-05-31,WA,Kittitas,102,48,150,29778
2020-04-30,CA,Shasta,1,0,1,37
2020-05-31,WA,Franklin,58,75,133,60574
2023-02-28,WA,Whitman,124,71,195,22018
2017-03-31,WA,Cowlitz,0,0,0,27906
2020-11-30,WA,Garfield,0,0,0,997
2023-07-31,WA,Okanogan,128,62,190,25306
2021-11-30,WA,Yakima,272,167,439,168647
2021-10-31,WA,Yakima,270,165,435,168835
2018-12-31,WA,Cowlitz,0,0,0,28739
2022-07-31,CA,Monterey,1,1,2,124
2018-06-30,WA,Franklin,0,0,0,18663
2021-04-30,WA,Asotin,0,0,0,6769
2018-06-30,WA,Ferry,3,3,6,4425
2022-06-30,WA,Mason,311,177,488,47350
2020-06-30,WA,Grant,0,0,0,27083
2019-12-31,WA,Thurston,1052,701,1753,199236
2017-06-30,WA,Kittitas,0,0,0,13560
2020-08-31,WA,Whatcom,1111,512,1623,149201
2021-09-30,WA,Thurston,1751,908,2659,197543
2023-06-30,WA,Ferry,0,0,0,3530
2023-04-30,WA,Walla Walla,5,0,5,13674
2020-03-31,WA,Ferry,5,3,8,4365
2020-12-31,WA,Clark,2356,1180,3536,319513
2022-07-31,WA,Walla Walla,175,99,274,35828
2023-03-31,WA,Island,987,421,1408,61377
2021-12-31,WA,Clark,1,0,1,83996
2017-12-31,WA,Garfield,0,0,0,943
2021-02-28,WA,Okanogan,56,35,91,26131
2018-02-28,WA,Pend Oreille,0,0,0,5631
2022-02-28,CA,Los Angeles,10,7,17,809
2021-01-31,WA,Okanogan,0,0,0,16594
2019-07-31,WA,Skamania,25,18,43,8739
2017-08-31,WA,Skamania,0,0,0,3876
2018-11-30,WA,King,15784,6398,22182,1377200
2017-08-31,WA,Whitman,0,0,0,8451
2020-09-30,WA,Grant,67,80,147,65582
2019-09-30,WA,Thurston,0,0,0,55538
2019-10-31,WA,Pierce,2058,1629,3687,546972
2019-05-31,WA,Grant,0,0,0,26531
2017-03-31,CA,Los Angeles,3,1,4,1365
2020-08-31,WA,Whatcom,3,0,3,43278
2018-03-31,WA,Columbia,0,0,0,1532
2022-04-30,WA,King,26,1,27,181794
2017-04-30,WA,Kitsap,1,0,1,52312
2018-07-31,WA,Jefferson,147,99,246,24581
2021-06-30,CA,Riverside,5,1,6,544
2017-11-30,WA,Island,0,0,0,20694
2023-06-30,WA,Clallam,20,0,20,21479
2021-03-31,WA,Grant,0,0,0,27760
2019-12-31,WA,Okanogan,0,0,0,16550
2019-08-31,WA,Thurston,927,661,1588,198371
2017-07-31,WA,Douglas,35,26,61,26756
2018-08-31,CA,Orange,4,1,5,553
2021-08-31,WA,Whatcom,4,0,4,43867
2023-06-30,CA,Solano,5,0,5,129
2020-08-31,WA,Adams,0,0,0,5303
2017-12-31,WA,Kitsap,1,0,1,52687
2017-11-30,WA,Wahkiakum,0,0,0,1661
2021-08-31,WA,King,5,1,6,184053
2022-12-31,CA,Santa Cruz,1,0,1,15
2021-05-31,CA,El Dorado,1,0,1,29
2018-08-31,WA,Spokane,360,336,696,304743
2021-03-31,WA,Kitsap,0,0,0,54392
2019-03-31,WA,Whatcom,2,0,2,42724
2020-02-29,CA,Orange,7,2,9,502
2017-02-28,WA,Island,0,0,0,20499
2018-05-31,WA,Cowlitz,0,0,0,28359
2017-10-31,CA,Riverside,1,2,3,744
2022-09-30,WA,Yakima,376,210,586,166551
2018-11-30,WA,Adams,5,5,10,12749
2020-10-31,WA,Whatcom,3,0,3,43462
2021-01-31,WA,Jefferson,0,0,0,9597
2019-07-31,WA,Pierce,0,0,0,140021
2018-06-30,WA,Stevens,11,25,36,31637
2020-10-31,WA,Kitsap,0,0,0,54236
2019-02-28,WA,Lincoln,0,0,0,4667
2021-06-30,WA,Cowlitz,224,142,366,72350
2022-12-31,WA,Pierce,82,0,82,139604
2023-06-30,CA,Los Angeles,4,4,8,540
2020-03-31,WA,Island,406,269,675,63248
2017-10-31,WA,Pierce,1040,916,1956,525482
2018-09-30,WA,Adams,0,0,0,5158
2022-04-30,CA,Ventura,2,1,3,231
2020-02-29,WA,Clark,1970,1058,3028,320541
2022-02-28,WA,Clark,3627,1600,5227,319148
2017-05-31,WA,Franklin,28,44,72,55459
2022-10-31,CA,Contra Costa,0,3,3,214
2020-11-30,WA,Thurston,1290,763,2053,197232
2021-10-31,WA,Pierce,4001,2085,6086,557924
2018-11-30,WA,Yakima,0,0,0,58751
2019-07-31,WA,Cowlitz,106,107,213,73140
2018-11-30,WA,Snohomish,2789,1415,4204,526785
2019-06-30,WA,Spokane,539,433,972,311797
2019-07-31,WA,Thurston,905,652,1557,198166
2018-05-31,WA,Snohomish,1,0,1,121479
2017-06-30,WA,Stevens,8,23,31,31384
2022-09-30,WA,Douglas,147,61,208,28445
2019-12-31,WA,Chelan,201,78,279,54622
2019-12-31,WA,Whatcom,2,0,2,43188
2023-06-30,CA,Santa Cruz,1,0,1,12
2023-05-31,WA,Asotin,34,20,54,12351
2017-03-31,WA,Ferry,2,1,3,4386
2017-06-30,WA,Skamania,0,0,0,3892
2022-05-31,WA,Pacific,60,68,128,15915
2020-04-30,WA,Kitsap,1,0,1,53907
2021-09-30,CA,San Luis Obispo,1,0,1,59
2022-11-30,CA,Sonoma,1,1,2,64
2021-11-30,WA,Island,701,342,1043,62971
2018-06-30,WA,Pacific,17,20,37,15572
2017-01-31,WA,Pend Oreille,1,4,5,9345
2020-01-31,WA,Island,1,0,1,21354
2021-05-31,CA,San Francisco,1,1,2,87
2021-03-31,WA,Jefferson,0,0,0,9591
2020-05-31,WA,Skamania,0,0,0,4029
2022-07-31,WA,Stevens,1,0,1,18912
2018-07-31,WA,Grays Harbor,54,62,116,46760
2017-09-30,WA,Benton,163,150,313,129262
2023-01-31,WA,King,461,2,463,177951
2023-06-30,WA,Yakima,501,257,758,163736
2020-11-30,WA,Jefferson,276,153,429,24728
2021-03-31,CA,Santa Cruz,1,0,1,29
2018-05-31,WA,Grays Harbor,50,55,105,46409
2021-10-31,WA,Columbia,7,2,9,2439
2020-11-30,WA,Columbia,0,0,0,1530
2020-04-30,WA,Wahkiakum,6,5,11,2973
2021-03-31,WA,King,28522,8567,37089,1365152
2020-12-31,WA,Wahkiakum,6,7,13,3036
2017-12-31,WA,Klickitat,0,0,0,8003
2022-06-30,CA,Sacramento,3,0,3,187
2019-02-28,WA,Jefferson,179,113,292,24863
2019-01-31,WA,Snohomish,3075,1488,4563,528288
2017-03-31,CA,Orange,2,1,3,659
2021-05-31,WA,Chelan,322,98,420,54729
2019-08-31,WA,Lincoln,0,0,0,4683
2020-09-30,WA,Whatcom,1140,525,1665,149401
2017-07-31,WA,Grays Harbor,0,0,0,19894
2019-04-30,WA,Okanogan,20,22,42,26020
2017-07-31,WA,Asotin,8,4,12,12439
2020-06-30,WA,Mason,159,135,294,47272
2018-05-31,WA,Island,0,0,0,20885
2019-05-31,WA,Kittitas,72,35,107,29555
2020-11-30,WA,Kittitas,0,0,0,14645
2023-01-31,WA,Stevens,96,57,153,29986
2019-09-30,WA,Chelan,174,71,245,54511
2018-03-31,WA,Kittitas,40,30,70,28748
2018-04-30,WA,Skamania,12,8,20,8705
2022-08-31,WA,Columbia,0,0,0,1574
2022-02-28,WA,Garfield,0,3,3,1353
2022-01-31,CA,Orange,5,2,7,379
2019-01-31,WA,Clallam,0,0,0,21632
2018-08-31,WA,Walla Walla,0,0,0,13497
2023-04-30,CA,Kern,1,1,2,171
2020-05-31,WA,Whatcom,3,0,3,42847
2018-03-31,WA,Clark,0,0,0,78628
2019-07-31,CA,San Mateo,2,1,3,117
2022-06-30,CA,Riverside,8,1,9,449
2021-10-31,WA,Clark,0,0,0,84034
2022-06-30,WA,Benton,3,0,3,43576
2019-09-30,CA,Tuolumne,0,1,1,11
2019-03-31,WA,Stevens,18,27,45,31632
2021-06-30,WA,Island,617,317,934,63262
2022-04-30,CA,Sonoma,0,1,1,72
2018-09-30,WA,Mason,94,100,194,46187
2023-05-31,WA,Whitman,4,0,4,8547
2019-03-31,CA,Santa Cruz,1,0,1,41
2021-03-31,WA,Snohomish,5384,1931,7315,538886
2021-08-31,WA,Whitman,63,52,115,21930
2021-02-28,WA,Walla Walla,0,0,0,13907
2023-04-30,WA,Klickitat,8,0,8,8230
2021-01-31,CA,Placer,2,0,2,81
2021-08-31,CA,Santa Cruz,1,0,1,25
2021-02-28,WA,Grays Harbor,142,130,272,48797
2018-07-31,WA,Yakima,65,93,158,163968
2019-12-31,WA,Ferry,5,2,7,4398
2017-07-31,WA,Garfield,0,0,0,926
2019-11-30,CA,Ventura,0,3,3,302
2018-04-30,WA,Chelan,98,45,143,53398
2022-09-30,WA,Whatcom,14,0,14,43119
2020-06-30,CA,Monterey,0,1,1,163
2020-12-31,WA,Garfield,0,2,2,1367
2021-07-31,WA,Whitman,0,0,0,8590
2020-12-31,WA,Yakima,170,128,298,167294
2019-09-30,WA,Snohomish,3740,1661,5401,533934
2017-07-31,CA,San Diego,6,1,7,2699
2018-03-31,WA,Garfield,0,0,0,952
2018-11-30,WA,Clallam,147,121,268,50323
2019-10-31,WA,Grays Harbor,0,0,0,20730
2022-07-31,CA,San Mateo,2,0,2,75
2018-11-30,WA,Columbia,0,0,0,1516
2018-06-30,WA,Columbia,2,2,4,2424
2021-12-31,WA,King,35480,10222,45702,1359266
2020-03-31,WA,Grant,58,71,129,65493
2022-09-30,CA,Kings,2,1,3,286
2022-05-31,CA,Sonoma,0,1,1,74
2021-09-30,CA,San Joaquin,1,1,2,97
2022-01-31,CA,San Francisco,0,1,1,77
2017-01-31,WA,Lincoln,0,0,0,4462
2023-06-30,WA,Franklin,5,0,5,20588
2019-04-30,WA,Garfield,0,0,0,958
2021-04-30,WA,Thurston,1494,834,2328,198087
2019-08-31,CA,San Diego,10,3,13,2757
2019-11-30,WA,Okanogan,27,30,57,26234
2023-02-28,WA,San Juan,10,0,10,5886
2021-12-31,WA,Grays Harbor,0,0,0,21388
2019-11-30,WA,Kitsap,1190,649,1839,182242
2020-06-30,CA,Riverside,3,1,4,619
2017-04-30,WA,Garfield,0,0,0,938
2020-02-29,CA,Fresno,1,0,1,188
2020-08-31,WA,Pierce,0,0,0,143398
2022-01-31,WA,Island,734,344,1078,62598
2020-10-31,WA,San Juan,340,103,443,13969
2017-12-31,WA,Snohomish,2016,1051,3067,516915
2019-07-31,WA,Skagit,1,0,1,32524
2017-03-31,WA,Kitsap,572,289,861,172480
2018-04-30,WA,Skagit,182,155,337,90035
2018-03-31,WA,Asotin,8,5,13,12627
2019-05-31,WA,Island,0,0,0,21242
2018-07-31,WA,Skamania,0,0,0,3960
2021-11-30,CA,San Mateo,2,0,2,79
2020-06-30,WA,Skamania,0,0,0,4011
2021-10-31,WA,Pend Oreille,18,7,25,9206
2022-03-31,WA,Mason,286,171,457,47633
2020-08-31,WA,San Juan,320,100,420,13928
2020-11-30,WA,Okanogan,51,37,88,25984
2021-07-31,CA,Kings,1,0,1,319
2017-10-31,WA,Clallam,0,0,0,21147
2019-08-31,WA,Lewis,0,0,0,25986
2018-12-31,WA,Klickitat,28,32,60,15431
2018-04-30,WA,Wahkiakum,1,3,4,2887
2021-08-31,WA,San Juan,0,0,0,5976
2022-07-31,WA,Lewis,0,0,0,26347
2019-05-31,CA,Alameda,3,2,5,308
2018-12-31,WA,Franklin,45,66,111,59124
2019-04-30,WA,Clark,1414,896,2310,312581
2019-03-31,WA,Snohomish,1,0,1,121910
2017-05-31,WA,Clark,0,0,0,77598
2017-10-31,WA,Clark,829,559,1388,302262
2020-03-31,CA,Fresno,1,0,1,187
2022-05-31,WA,King,43,1,44,181226
2022-05-31,WA,Spokane,1543,832,2375,325374
2022-08-31,WA,Benton,815,471,1286,135382
2020-11-30,CA,San Mateo,1,1,2,108
2019-01-31,WA,Kittitas,69,36,105,29465
2019-10-31,CA,Solano,1,0,1,205
2023-01-31,WA,Lewis,281,185,466,59747
2017-11-30,WA,Benton,0,0,0,40497
2018-10-31,CA,Los Angeles,6,5,11,1134
2020-12-31,CA,Santa Cruz,1,0,1,27
2022-06-30,WA,Spokane,1,0,1,102259
2017-07-31,WA,Lincoln,0,0,0,4445
2020-01-31,WA,Mason,150,135,285,47624
2021-11-30,WA,Grant,131,97,228,66942
2017-07-31,WA,Clark,795,517,1312,299957
2022-10-31,CA,Santa Clara,9,2,11,184
2019-11-30,WA,Franklin,53,75,128,60785
2019-04-30,CA,San Diego,10,3,13,2654
2019-04-30,WA,Cowlitz,0,0,0,28852
2019-04-30,CA,Ventura,0,2,2,311
2022-02-28,WA,Lincoln,0,0,0,4845
2022-01-31,WA,Kitsap,0,0,0,54155
2017-02-28,WA,Cowlitz,0,0,0,27871
2018-05-31,WA,Columbia,2,1,3,2412
2019-07-31,CA,Los Angeles,8,5,13,1110
2022-07-31,CA,Los Angeles,8,8,16,730
2021-12-31,WA,Yakima,0,0,0,61785
2019-04-30,CA,Kern,0,1,1,225
2022-08-31,WA,Kitsap,2523,1093,3616,177977
2019-05-31,WA,Benton,253,272,525,133636
2018-09-30,WA,Kittitas,0,0,0,14105
2023-07-31,WA,Snohomish,187,0,187,117767
2017-09-30,WA,Pacific,12,9,21,15262
2018-02-28,WA,Lincoln,2,5,7,7594
2021-09-30,WA,Kitsap,0,0,0,54327
2023-05-31,WA,Snohomish,12139,2974,15113,524703
2017-09-30,WA,Skagit,148,120,268,88642
2021-06-30,WA,Kitsap,0,0,0,54475
2017-11-30,WA,Lewis,0,0,0,25234
2023-02-28,WA,Wahkiakum,1,0,1,1793
2018-02-28,CA,Sacramento,1,0,1,297
2022-02-28,WA,Kitsap,2230,982,3212,179653
2018-11-30,WA,Lewis,89,71,160,58211
2023-04-30,WA,Jefferson,10,0,10,9292
2023-04-30,WA,Thurston,55,0,55,53886
2018-02-28,CA,Santa Clara,7,1,8,380
2020-04-30,WA,Benton,348,321,669,134556
2022-03-31,WA,Douglas,0,0,0,12726
2020-12-31,WA,Kittitas,0,0,0,14646
2022-07-31,WA,Jefferson,442,219,661,24548
2020-10-31,CA,Contra Costa,4,3,7,286
2019-03-31,WA,Skagit,1,0,1,32255
2019-02-28,CA,San Francisco,2,1,3,114
2021-10-31,WA,Snohomish,6655,2197,8852,538791
2022-06-30,WA,Douglas,0,0,0,12790
2020-06-30,WA,Kitsap,0,0,0,54064
2022-10-31,WA,Jefferson,464,225,689,24416
2018-08-31,CA,San Mateo,1,1,2,133
2017-11-30,CA,Riverside,1,2,3,748
2020-08-31,WA,Franklin,0,0,0,20187
2019-05-31,WA,Chelan,0,0,0,22243
2017-07-31,WA,San Juan,0,0,0,5547
2022-06-30,CA,San Luis Obispo,1,0,1,53
2020-07-31,WA,Grays Harbor,109,112,221,48286
2018-12-31,WA,Grays Harbor,0,0,0,20356
2022-01-31,WA,Benton,654,453,1107,135958
2019-10-31,WA,Clallam,1,0,1,21846
2017-11-30,WA,Thurston,0,0,0,53689
2017-01-31,WA,Skamania,7,7,14,8549
2019-03-31,WA,Pacific,23,26,49,15850
2018-08-31,CA,Riverside,2,2,4,692
2017-07-31,WA,Lewis,0,0,0,24914
2021-05-31,WA,Asotin,19,14,33,12700
2018-05-31,CA,Riverside,2,2,4,703
2020-11-30,WA,Asotin,17,14,31,12411
2022-07-31,WA,Kitsap,13,0,13,53416
2022-01-31,WA,Thurston,3,0,3,55934
2020-01-31,WA,Douglas,69,39,108,28367
2017-10-31,CA,Los Angeles,5,2,7,1219
2018-02-28,CA,Marin,1,0,1,56
2019-08-31,WA,Okanogan,0,0,0,16479
2020-09-30,WA,Kittitas,113,48,161,29701
2017-04-30,WA,Lewis,0,0,0,24797
2017-08-31,WA,Jefferson,112,64,176,23954
2020-03-31,WA,Lewis,0,0,0,26030
2020-10-31,WA,King,25876,8012,33888,1372970
2017-08-31,WA,Pend Oreille,3,4,7,9358
2018-10-31,CA,Santa Cruz,1,0,1,40
2021-05-31,WA,Cowlitz,218,136,354,72447
2018-12-31,WA,Kittitas,66,37,103,29339
2021-12-31,WA,Lincoln,7,16,23,7719
2021-07-31,WA,Stevens,49,46,95,30404
2022-09-30,WA,Grant,2,0,2,28018
2022-04-30,WA,Columbia,7,0,7,2446
2017-05-31,WA,Benton,146,142,288,128293
2022-12-31,WA,Spokane,20,0,20,101929
2018-08-31,WA,Pierce,0,0,0,138304
2019-12-31,CA,Santa Cruz,1,0,1,36
2022-02-28,WA,Benton,0,0,0,43644
2017-11-30,WA,Klickitat,23,26,49,14871
2021-05-31,WA,Klickitat,66,47,113,15237
2022-08-31,WA,Douglas,1,0,1,12758
2020-03-31,WA,Spokane,704,473,1177,317986
2020-02-29,WA,Cowlitz,128,111,239,73460
2020-12-31,WA,Thurston,0,0,0,56389
2023-02-28,WA,Douglas,6,0,6,12882
2021-08-31,WA,Garfield,0,3,3,1369
2021-05-31,WA,Skagit,577,265,842,91964
2019-05-31,WA,Benton,0,0,0,41850
2021-02-28,WA,Douglas,86,46,132,28249
2020-08-31,WA,Columbia,3,3,6,2423
2017-04-30,WA,Asotin,6,2,8,12343
2018-03-31,WA,Clallam,0,0,0,21314
2019-01-31,CA,Alameda,0,2,2,316
2018-07-31,WA,Clark,1042,744,1786,308652
2022-02-28,WA,Clallam,1,0,1,22104
2022-07-31,WA,Walla Walla,1,0,1,13918
2019-01-31,WA,Clark,0,0,0,79967
2021-09-30,WA,Columbia,0,0,0,1537
2021-10-31,WA,King,33841,9915,43756,1363940
2023-07-31,WA,Clallam,563,289,852,47919
2017-12-31,CA,Sacramento,1,0,1,311
2020-03-31,WA,Kitsap,1297,674,1971,181797
2019-02-28,WA,Skamania,20,15,35,8715
2021-05-31,WA,Walla Walla,110,72,182,36556
2017-02-28,WA,Spokane,226,196,422,295023
2021-09-30,WA,Thurston,0,0,0,56349
2022-11-30,WA,Pierce,5996,2477,8473,540119
2023-05-31,WA,Mason,429,206,635,45953
2021-11-30,WA,Columbia,6,2,8,2459
2018-12-31,WA,Skagit,1,0,1,32318
2020-05-31,WA,San Juan,298,91,389,14062
2021-12-31,WA,Klickitat,0,0,0,8333
2017-12-31,WA,Pacific,0,0,0,7545
2021-12-31,WA,Island,0,0,0,21524
2019-06-30,WA,Adams,5,6,11,12757
2021-02-28,CA,Riverside,4,1,5,581
2018-10-31,WA,Mason,0,0,0,20174
2021-08-31,WA,Snohomish,1,0,1,126015
2020-06-30,WA,Kittitas,99,47,146,29805
2017-09-30,WA,Kitsap,1,0,1,52599
2017-12-31,WA,Whatcom,532,227,759,145194
2017-06-30,WA,Grays Harbor,0,0,0,19888
2019-01-31,WA,Whitman,24,40,64,22845
2021-10-31,WA,Jefferson,362,191,553,24778
2020-06-30,WA,Lincoln,5,12,17,7624
2023-01-31,WA,Asotin,30,20,50,12490
2017-08-31,WA,Franklin,27,48,75,55929
2020-02-29,WA,Asotin,0,0,0,6695
2019-01-31,WA,Pend Oreille,0,0,0,5743
2022-08-31,WA,Jefferson,453,223,676,24508
2020-12-31,WA,San Juan,365,111,476,14021
2017-07-31,WA,Skagit,141,104,245,88182
2023-07-31,CA,Orange,6,2,8,246
2021-02-28,CA,Sacramento,2,0,2,232
2023-02-28,WA,Lincoln,0,0,0,4846
2017-10-31,WA,Asotin,7,5,12,12479
2019-12-31,WA,King,6,1,7,182216
2023-03-31,WA,Stevens,2,0,2,18741
2021-11-30,WA,Skagit,1,0,1,32804
2019-08-31,WA,Asotin,0,0,0,6684
2021-02-28,WA,Okanogan,0,0,0,16631
2022-09-30,WA,Spokane,1770,889,2659,324764
2022-08-31,WA,Spokane,1743,881,2624,324740
2019-06-30,WA,King,19080,7013,26093,1389199
2017-01-31,WA,Mason,48,60,108,42807
2019-03-31,CA,San Diego,10,3,13,2649
2017-11-30,WA,Whatcom,1,0,1,41929
2019-11-30,WA,Chelan,196,75,271,54642
2017-05-31,WA,Asotin,6,3,9,12376
