Date,State,County,BEVCount,PHEVCount,EVTotal,NonEVTotal
2022-01-31,WA,Snohomish,7221,2278,9499,536658
2017-04-30,WA,Pierce,917,807,1724,525754
2022-12-31,WA,Island,17,0,17,21235
2021-08-31,WA,Douglas,0,0,0,12682
2020-05-31,WA,King,5,1,6,181412
2022-08-31,WA,Pend Oreille,18,12,30,9031
2022-05-31,WA,Chelan,450,126,576,54379
2019-04-30,WA,Lewis,0,0,0,25826
2019-02-28,WA,Skagit,1,0,1,32291
2021-04-30,WA,Pacific,0,0,0,7919
2022-01-31,WA,Ferry,0,0,0,3582
2021-05-31,WA,Kitsap,1796,833,2629,180423
2020-12-31,WA,Island,507,289,796,63011
2022-01-31,WA,Spokane,1350,766,2116,326674
2022-07-31,WA,Klickitat,106,56,162,15204
2021-12-31,WA,Douglas,116,56,172,28610
2023-03-31,WA,Mason,11,0,11,20792
2020-01-31,WA,Adams,7,7,14,12913
2019-07-31,CA,Orange,6,1,7,521
2021-10-31,CA,San Francisco,0,1,1,81
2022-12-31,WA,Douglas,169,59,228,28513
2019-09-30,WA,Stevens,27,28,55,31672
2017-01-31,WA,Whitman,0,0,0,8403
2023-02-28,WA,Garfield,1,3,4,1315
2022-06-30,WA,Clark,4095,1781,5876,316688
2023-01-31,CA,Placer,2,0,2,53
2018-07-31,WA,Snohomish,1,0,1,121679
2022-12-31,WA,Whitman,3,0,3,8661
2022-05-31,WA,Columbia,0,0,0,1581
2022-11-30,CA,Riverside,7,0,7,406
2023-01-31,WA,Mason,8,0,8,20880
2020-10-31,WA,Stevens,36,39,75,30368
2022-04-30,WA,Whitman,83,56,139,22051
2021-01-31,WA,Franklin,89,85,174,61500
2022-02-28,WA,King,37216,10526,47742,1354857
2018-09-30,WA,Spokane,359,344,703,305145
2018-05-31,CA,San Diego,7,1,8,2576
2017-12-31,CA,Ventura,0,1,1,328
2018-01-31,WA,Douglas,0,0,0,11790
2017-11-30,WA,Pend Oreille,0,0,0,5595
2023-03-31,WA,Whitman,131,72,203,21998
2020-12-31,WA,Asotin,0,0,0,6675
2023-05-31,CA,Napa,0,1,1,10
2018-09-30,WA,Grays Harbor,0,0,0,20307
2022-07-31,WA,Skamania,0,0,0,3948
2022-11-30,WA,Yakima,6,0,6,61264
2018-11-30,WA,Island,266,224,490,63109
2021-12-31,WA,Walla Walla,143,87,230,36378
2023-03-31,WA,Snohomish,11288,2890,14178,528298
2021-01-31,WA,Walla Walla,103,68,171,36164
2019-11-30,WA,Cowlitz,114,106,220,73591
2022-04-30,WA,Benton,715,446,1161,135499
2020-06-30,WA,Yakima,0,0,0,59894
2021-08-31,WA,Kittitas,173,72,245,29872
2023-05-31,WA,Cowlitz,454,206,660,69496
2020-01-31,WA,Adams,0,0,0,5211
2023-01-31,CA,Ventura,2,1,3,201
2018-05-31,WA,Benton,188,195,383,131301
2018-06-30,WA,Benton,192,199,391,131476
2023-03-31,WA,Yakima,458,238,696,165666
2018-06-30,WA,Skamania,0,0,0,3946
2017-04-30,WA,Benton,143,140,283,128087
2022-06-30,WA,Grays Harbor,1,0,1,21324
2019-04-30,CA,San Francisco,2,1,3,111
2019-07-31,WA,Adams,0,0,0,5132
2019-06-30,WA,Yakima,0,0,0,59138
2020-03-31,CA,San Diego,12,5,17,2781
2019-09-30,CA,San Joaquin,1,0,1,135
2020-08-31,WA,Island,434,273,707,62809
2019-02-28,CA,Alameda,1,2,3,318
2020-04-30,WA,Franklin,58,76,134,60733
2018-09-30,WA,Asotin,11,8,19,12678
2017-03-31,WA,Walla Walla,0,0,0,13186
2020-06-30,WA,Whitman,0,0,0,8508
2017-05-31,WA,Whitman,0,0,0,8394
2019-08-31,WA,San Juan,0,0,0,5891
2021-03-31,WA,Columbia,5,4,9,2466
2022-11-30,WA,Pacific,70,79,149,15759
2017-07-31,WA,Benton,0,0,0,40129
2018-05-31,CA,Contra Costa,0,1,1,451
2023-05-31,CA,Santa Clara,8,1,9,142
2017-12-31,WA,Grant,0,0,0,25587
2019-03-31,WA,Kitsap,997,569,1566,179919
2023-04-30,WA,Whatcom,52,0,52,42622
2021-06-30,CA,Orange,4,3,7,416
2021-03-31,CA,Los Angeles,10,10,20,910
2019-07-31,CA,Kern,0,1,1,218
2022-09-30,WA,Walla Walla,187,105,292,35831
2020-10-31,WA,Skagit,466,231,697,91532
2019-06-30,WA,Walla Walla,49,61,110,36186
2020-05-31,WA,Stevens,34,33,67,30736
2022-03-31,WA,Wahkiakum,18,11,29,3077
2022-02-28,WA,Adams,0,0,0,5459
2020-08-31,WA,Kitsap,1400,699,2099,179638
2023-07-31,WA,Spokane,42,0,42,99373
2023-06-30,WA,Cowlitz,9,0,9,27797
2020-01-31,CA,Ventura,0,3,3,299
2019-02-28,WA,Cowlitz,82,100,182,72440
2022-11-30,WA,Snohomish,79,0,79,122767
2022-05-31,WA,Thurston,4,0,4,55452
2018-08-31,WA,Klickitat,0,0,0,8158
2017-04-30,WA,Island,0,0,0,20526
2019-06-30,WA,Jefferson,0,0,0,9667
2023-07-31,WA,Grant,287,131,418,65201
2022-02-28,CA,Alameda,4,0,4,202
2021-09-30,WA,Wahkiakum,0,0,0,1815
2020-03-31,WA,Klickitat,51,41,92,15597
2020-05-31,WA,Kitsap,0,0,0,53864
2022-05-31,WA,Pierce,4952,2291,7243,546758
2019-02-28,WA,Clark,1337,866,2203,311844
2018-03-31,WA,Lewis,55,47,102,57151
2020-02-29,WA,Columbia,0,0,0,1535
2023-04-30,WA,Pierce,7128,2668,9796,530958
2022-02-28,CA,Sonoma,0,1,1,74
2018-10-31,WA,Wahkiakum,1,1,2,2984
2019-07-31,WA,Grays Harbor,0,0,0,20535
2023-06-30,WA,Skagit,1105,413,1518,87670
2020-06-30,CA,Shasta,1,0,1,36
2021-02-28,WA,San Juan,0,0,0,5867
2018-08-31,WA,Okanogan,0,0,0,16469
2019-10-31,CA,Fresno,1,0,1,191
2021-01-31,WA,Clark,0,0,0,83564
2017-03-31,WA,Klickitat,0,0,0,7941
2020-08-31,WA,Mason,0,0,0,20779
2018-01-31,CA,Los Angeles,5,3,8,1195
2021-10-31,WA,Ferry,0,0,0,3592
2021-11-30,CA,Marin,0,1,1,33
2020-02-29,WA,Thurston,1109,725,1834,198984
2023-06-30,CA,Monterey,1,0,1,98
2020-02-29,WA,Snohomish,0,0,0,123728
2017-12-31,WA,Chelan,0,0,0,21619
2020-06-30,WA,Klickitat,0,0,0,8102
2018-03-31,WA,Kitsap,740,428,1168,176885
2017-07-31,CA,Los Angeles,3,1,4,1271
2020-10-31,WA,Okanogan,0,0,0,16573
2022-01-31,WA,Skagit,1,0,1,32658
2018-07-31,WA,Walla Walla,0,0,0,13467
2019-05-31,WA,Okanogan,0,0,0,16506
2021-06-30,CA,San Joaquin,1,0,1,106
2020-08-31,WA,Walla Walla,0,0,0,13750
2021-02-28,WA,Pierce,0,0,0,145031
2022-08-31,WA,Whitman,2,0,2,8568
2018-02-28,WA,Pierce,1116,1028,2144,526413
2023-01-31,WA,Clallam,499,267,766,49348
2019-08-31,WA,Klickitat,37,35,72,15624
2019-05-31,WA,Franklin,52,70,122,59788
2020-11-30,WA,Island,0,0,0,21304
2020-03-31,WA,Asotin,0,0,0,6667
2019-03-31,WA,Grant,34,55,89,64210
2023-07-31,WA,Douglas,5,0,5,12696
2019-12-31,WA,Kittitas,0,0,0,14624
2018-11-30,CA,Ventura,0,2,2,318
2017-10-31,WA,Ferry,1,1,2,4396
2017-02-28,WA,Stevens,6,21,27,31317
2022-10-31,WA,Island,901,389,1290,61684
2019-01-31,WA,Mason,108,115,223,46659
2022-07-31,WA,Chelan,4,0,4,23054
2020-06-30,WA,Ferry,0,0,0,3555
2022-05-31,CA,Solano,1,0,1,162
2021-11-30,WA,Thurston,0,0,0,56178
2023-04-30,WA,Clallam,518,278,796,48898
2019-03-31,WA,Douglas,53,34,87,27889
2018-11-30,WA,Benton,210,224,434,132792
2019-01-31,WA,Chelan,140,64,204,54205
2019-11-30,WA,Spokane,631,470,1101,314632
2021-05-31,WA,Walla Walla,0,0,0,14041
2018-01-31,WA,Yakima,0,0,0,58106
2023-06-30,WA,Grays Harbor,7,0,7,20684
2023-04-30,WA,Franklin,298,132,430,61650
2017-08-31,WA,Grant,19,32,51,61193
2018-02-28,WA,Okanogan,7,19,26,25665
2022-03-31,WA,Whatcom,1735,695,2430,149237
2021-05-31,WA,Grant,0,0,0,27874
2022-11-30,WA,Kittitas,5,0,5,14582
2021-11-30,WA,Clark,3363,1536,4899,320835
2020-08-31,CA,Santa Cruz,1,0,1,32
2023-01-31,WA,Kitsap,41,0,41,52943
2019-11-30,CA,San Joaquin,1,0,1,135
2017-03-31,WA,Snohomish,1656,849,2505,513393
2020-12-31,WA,Ferry,0,0,0,3607
2022-11-30,WA,Spokane,1896,915,2811,324763
2019-02-28,CA,Santa Clara,8,1,9,367
2019-12-31,CA,San Francisco,2,1,3,100
2019-04-30,WA,Lincoln,3,6,9,7756
2021-07-31,CA,Orange,5,3,8,407
2018-01-31,CA,Ventura,0,1,1,327
2020-11-30,CA,Sacramento,2,0,2,242
2023-07-31,WA,Pacific,78,88,166,15312
2021-05-31,WA,Clallam,321,208,529,50426
2021-09-30,WA,Jefferson,0,0,0,9619
2020-11-30,WA,Garfield,0,1,1,1363
2022-02-28,WA,Cowlitz,280,168,448,71262
2023-07-31,WA,Kittitas,10,0,10,14172
2017-11-30,WA,Spokane,291,239,530,299642
2022-11-30,WA,Jefferson,474,229,703,24392
2022-05-31,WA,Skamania,70,45,115,8209
2022-05-31,WA,Grays Harbor,0,0,0,21307
2019-08-31,CA,Contra Costa,2,2,4,368
2021-04-30,WA,Pierce,0,0,0,145966
2021-08-31,WA,Lincoln,0,0,0,4773
2021-06-30,WA,Skagit,589,274,863,91973
2022-05-31,WA,Whitman,84,58,142,22034
2021-11-30,CA,Los Angeles,10,7,17,832
2017-11-30,WA,Grant,24,33,57,61891
2021-11-30,WA,Lincoln,0,0,0,4811
2018-03-31,WA,Snohomish,2133,1159,3292,517925
2023-06-30,WA,Kittitas,350,103,453,28878
2021-04-30,WA,Spokane,0,0,0,101932
2018-02-28,WA,San Juan,0,0,0,5641
2022-01-31,CA,Kern,0,1,1,195
2019-01-31,WA,Pierce,1581,1423,3004,539770
2017-05-31,WA,Kittitas,22,17,39,27357
2019-05-31,WA,Kitsap,1,0,1,54018
2018-02-28,CA,Ventura,0,1,1,333
2021-06-30,WA,King,6,1,7,184630
2022-09-30,WA,Spokane,12,0,12,101973
2017-12-31,WA,Pacific,15,13,28,15404
2022-05-31,CA,Kings,2,1,3,298
2017-01-31,WA,Island,1,0,1,20520
2017-03-31,WA,Stevens,0,0,0,18309
2022-07-31,WA,Mason,4,0,4,20985
2018-06-30,WA,King,7,1,8,183054
2019-08-31,WA,Chelan,0,0,0,22366
2017-09-30,WA,Franklin,0,0,0,18248
2019-11-30,WA,Douglas,0,0,0,12301
2019-07-31,CA,Santa Cruz,1,0,1,39
2021-10-31,WA,Thurston,0,0,0,56195
2018-09-30,WA,Thurston,0,0,0,54640
2019-03-31,WA,Mason,0,0,0,20274
2020-04-30,WA,Asotin,16,12,28,12444
2022-12-31,WA,Franklin,4,0,4,20986
2019-09-30,WA,Grant,0,0,0,26789
2020-05-31,WA,Ferry,0,0,0,3540
2023-01-31,WA,Pend Oreille,0,0,0,5572
2021-02-28,CA,San Diego,13,5,18,2662
2023-03-31,CA,Santa Cruz,1,0,1,13
2019-02-28,WA,Kitsap,988,571,1559,179782
2020-10-31,CA,Riverside,4,1,5,600
2020-08-31,WA,Garfield,0,1,1,1350
2020-05-31,CA,Placer,2,0,2,87
2021-03-31,WA,Benton,466,369,835,135501
2022-07-31,WA,Clallam,3,0,3,21895
2020-07-31,CA,Placer,2,0,2,85
2020-09-30,WA,Whitman,0,0,0,8497
2020-04-30,WA,Douglas,69,40,109,28017
2022-04-30,WA,Pierce,4836,2264,7100,548921
2023-05-31,WA,Pend Oreille,30,11,41,8845
2022-07-31,WA,Whatcom,11,0,11,43223
2022-03-31,WA,Garfield,0,0,0,999
2018-04-30,CA,San Diego,7,1,8,2553
2017-05-31,CA,Marin,1,0,1,58
2019-06-30,WA,Island,0,0,0,21261
2018-08-31,WA,Franklin,36,65,101,58372
2021-04-30,CA,Fresno,1,0,1,170
2022-11-30,WA,Wahkiakum,1,0,1,1804
2017-11-30,CA,Alameda,0,1,1,353
2021-09-30,WA,Clallam,359,229,588,50550
2018-06-30,WA,Klickitat,0,0,0,8117
2017-09-30,WA,Whatcom,2,0,2,41837
2022-12-31,CA,Alameda,3,0,3,158
2019-01-31,WA,Douglas,0,0,0,12172
2018-02-28,WA,Kitsap,1,0,1,52833
2022-10-31,WA,Douglas,2,0,2,12811
2023-01-31,WA,Lincoln,14,19,33,7764
2019-04-30,WA,Franklin,0,0,0,19218
2019-10-31,WA,Chelan,191,75,266,54655
2021-05-31,WA,Okanogan,61,37,98,26414
2018-07-31,CA,Marin,1,0,1,55
2022-03-31,WA,Grant,0,0,0,28046
2020-06-30,WA,Wahkiakum,6,6,12,2991
2023-01-31,WA,Skagit,11,0,11,32085
2018-11-30,WA,Franklin,38,64,102,58943
2023-04-30,WA,Whitman,4,0,4,8571
2019-09-30,WA,Columbia,3,2,5,2446
2017-12-31,WA,Skamania,0,0,0,3896
2021-12-31,WA,Okanogan,69,45,114,26600
2019-10-31,WA,Skamania,25,20,45,8803
2018-09-30,WA,Douglas,0,0,0,12012
2020-09-30,CA,Ventura,1,2,3,272
2022-05-31,WA,Franklin,181,110,291,62027
2020-09-30,WA,Grays Harbor,0,0,0,21093
2017-09-30,WA,Klickitat,0,0,0,7988
2022-02-28,WA,Snohomish,7454,2311,9765,535946
2021-07-31,WA,Clark,2977,1459,4436,322390
2022-04-30,WA,Grant,159,98,257,66893
2017-09-30,WA,Grays Harbor,38,38,76,45132
2023-07-31,WA,Thurston,64,0,64,52520
2021-05-31,WA,San Juan,0,0,0,5926
2019-04-30,WA,Franklin,53,67,120,59469
2018-01-31,WA,Pierce,0,0,0,137147
2018-11-30,WA,Walla Walla,0,0,0,13518
2019-01-31,CA,Contra Costa,1,2,3,405
2017-04-30,WA,Kittitas,0,0,0,13478
2022-09-30,WA,Kitsap,23,0,23,53242
2022-02-28,WA,Okanogan,0,0,0,16714
2021-08-31,WA,Cowlitz,0,1,1,29085
2019-09-30,CA,Contra Costa,2,2,4,367
2023-07-31,CA,Santa Clara,8,1,9,127
2021-04-30,WA,San Juan,0,0,0,5911
2020-02-29,WA,Chelan,0,0,0,22573
2022-05-31,WA,Skagit,2,0,2,32401
2018-10-31,WA,Pend Oreille,0,0,0,5752
2018-06-30,WA,Grays Harbor,52,58,110,46575
2020-07-31,WA,San Juan,311,94,405,13959
2020-06-30,CA,Orange,7,2,9,492
2017-05-31,CA,Tulare,1,0,1,193
2018-10-31,WA,Kittitas,57,35,92,29279
2021-04-30,WA,Lewis,146,135,281,59779
2018-07-31,CA,Orange,4,1,5,553
2022-12-31,WA,Kittitas,301,93,394,29550
2020-05-31,WA,Adams,0,0,0,5217
2020-11-30,WA,Lincoln,0,0,0,4660
2018-11-30,WA,Pacific,20,23,43,15810
2018-05-31,WA,Franklin,38,63,101,57692
2017-05-31,WA,Lincoln,2,5,7,7507
2018-12-31,CA,Santa Clara,8,1,9,372
2020-12-31,WA,Whatcom,3,0,3,43545
2021-10-31,CA,Contra Costa,1,4,5,264
2019-03-31,WA,Yakima,0,0,0,58746
2022-04-30,WA,Klickitat,0,0,0,8281
2018-06-30,WA,Walla Walla,0,0,0,13416
2021-09-30,WA,Whitman,64,56,120,21929
2017-01-31,WA,Whatcom,383,141,524,141886
2022-05-31,WA,Klickitat,1,0,1,8293
2023-07-31,CA,Contra Costa,0,3,3,172
2018-05-31,WA,Spokane,324,302,626,302459
2019-05-31,WA,Island,315,234,549,63346
2019-10-31,WA,Whatcom,2,0,2,43096
2021-11-30,WA,Okanogan,67,43,110,26601
2022-11-30,WA,Skamania,0,0,0,3892
2022-05-31,WA,Grant,0,0,0,27995
2020-07-31,WA,Clallam,1,0,1,21697
2022-12-31,WA,Chelan,536,143,679,54270
2022-08-31,WA,Cowlitz,2,0,2,28458
2020-08-31,WA,Whitman,46,48,94,22021
2021-08-31,WA,Lincoln,7,15,22,7695
2017-04-30,CA,San Mateo,0,1,1,158
2020-09-30,CA,Solano,1,0,1,205
2019-07-31,WA,Spokane,1,0,1,95241
2017-06-30,WA,Adams,0,0,0,5106
2021-03-31,CA,Monterey,0,1,1,147
2020-04-30,WA,Jefferson,0,0,0,9531
2020-06-30,WA,Douglas,71,40,111,28002
2022-01-31,WA,Whitman,0,0,0,8565
2019-11-30,WA,Ferry,0,0,0,3581
2019-08-31,WA,King,20005,7202,27207,1393126
2022-06-30,CA,Orange,5,2,7,338
2021-01-31,WA,Skagit,1,0,1,32861
2023-04-30,WA,Lewis,6,0,6,26003
2018-07-31,WA,Wahkiakum,1,1,2,2938
2018-01-31,WA,Lincoln,2,5,7,7587
2018-11-30,CA,San Francisco,2,1,3,118
2017-08-31,WA,Douglas,35,27,62,26835
2022-01-31,CA,San Luis Obispo,1,0,1,55
2020-11-30,WA,Spokane,0,0,0,100377
2018-10-31,WA,Ferry,0,0,0,3566
2017-10-31,WA,Pacific,0,0,0,7521
2018-01-31,WA,Kitsap,706,402,1108,176404
2022-04-30,WA,Stevens,64,52,116,30125
2022-03-31,WA,Franklin,0,0,0,20940
2023-03-31,CA,Napa,0,1,1,10
2021-10-31,CA,Santa Clara,7,2,9,237
2019-05-31,WA,Pacific,0,0,0,7661
2020-02-29,WA,Benton,0,0,0,42572
2023-01-31,CA,Monterey,1,1,2,113
2021-07-31,WA,Pend Oreille,0,0,0,5747
2018-11-30,WA,Jefferson,169,104,273,24795
2023-05-31,CA,Placer,1,0,1,50
2017-01-31,WA,Whatcom,2,0,2,41337
2017-06-30,WA,Yakima,45,57,102,159401
2020-01-31,WA,Skamania,29,19,48,8769
2019-06-30,WA,Columbia,2,2,4,2450
2020-06-30,WA,Grays Harbor,0,0,0,20910
2018-12-31,WA,Klickitat,0,0,0,8209
2022-12-31,WA,Thurston,2627,1134,3761,192301
2022-01-31,WA,Wahkiakum,17,11,28,3075
2018-06-30,WA,Pacific,0,0,0,7600
2021-12-31,WA,Skagit,695,302,997,91135
2019-04-30,WA,San Juan,204,69,273,14332
2018-01-31,WA,Snohomish,1,0,1,121550
2020-03-31,WA,Chelan,0,0,0,22551
2023-07-31,WA,Skamania,1,0,1,3727
2022-05-31,WA,Island,1,0,1,21433
2017-01-31,WA,Island,103,119,222,59416
2020-07-31,WA,Kitsap,1377,696,2073,179884
2019-10-31,WA,Kittitas,87,45,132,29964
2018-01-31,WA,Columbia,0,0,0,1545
2023-04-30,WA,Lincoln,0,0,0,4841
2018-02-28,WA,Lewis,52,45,97,56859
2021-05-31,WA,Jefferson,322,181,503,24893
2019-11-30,WA,Grays Harbor,99,99,198,48351
2020-11-30,WA,Skamania,0,0,0,4008
2023-03-31,WA,Benton,16,0,16,43262
2017-04-30,WA,Skagit,123,97,220,87597
2020-09-30,WA,Wahkiakum,0,0,0,1759
2017-04-30,WA,Stevens,0,0,0,18286
2021-09-30,WA,Grays Harbor,183,150,333,49489
2022-07-31,WA,Mason,320,176,496,47125
2020-07-31,WA,Adams,9,7,16,12866
2018-11-30,WA,Snohomish,1,0,1,121952
2017-04-30,WA,Cowlitz,0,0,0,27856
2020-05-31,WA,Kittitas,0,0,0,14554
2018-01-31,WA,Grays Harbor,42,42,84,45972
2017-12-31,WA,Lewis,0,0,0,25311
2018-07-31,WA,Clallam,0,0,0,21477
2018-11-30,WA,Garfield,0,0,0,964
2023-05-31,WA,King,55335,14137,69472,1316224
2017-04-30,WA,Snohomish,1709,861,2570,512767
2019-07-31,WA,Grays Harbor,82,85,167,47997
2021-11-30,WA,Clallam,372,238,610,50508
2019-07-31,WA,Ferry,5,2,7,4399
2019-05-31,WA,Pierce,0,0,0,139646
2021-11-30,CA,Sacramento,2,0,2,216
2020-05-31,CA,San Francisco,1,1,2,96
2023-05-31,WA,Asotin,0,0,0,6599
2022-12-31,WA,Asotin,0,0,0,6686
2023-05-31,WA,Skagit,19,0,19,31695
2020-09-30,WA,Skamania,32,22,54,8373
2017-03-31,WA,King,8,1,9,189758
2021-04-30,WA,Chelan,314,93,407,54673
2022-10-31,WA,Wahkiakum,24,12,36,3064
2022-11-30,WA,Pend Oreille,19,13,32,8989
2018-11-30,WA,Okanogan,0,0,0,16492
2017-10-31,WA,Whatcom,510,202,712,144316
2018-01-31,WA,San Juan,137,46,183,13927
2019-02-28,WA,Asotin,0,0,0,6644
2022-11-30,WA,Columbia,8,1,9,2431
2022-07-31,WA,Adams,19,10,29,12942
2023-06-30,WA,Chelan,31,0,31,22830
2021-08-31,WA,Ferry,0,0,0,3632
2019-01-31,WA,Wahkiakum,0,0,0,1711
2020-01-31,WA,Wahkiakum,0,0,0,1759
2023-04-30,WA,Snohomish,145,0,145,121227
2017-10-31,WA,Douglas,36,32,68,26967
2023-03-31,WA,Jefferson,522,247,769,24231
2023-04-30,WA,Chelan,26,0,26,23050
2018-05-31,WA,Pierce,0,0,0,137544
2018-06-30,WA,Wahkiakum,0,0,0,1675
2020-11-30,WA,Pend Oreille,9,4,13,9146
2023-05-31,WA,Clark,5619,2279,7898,311557
2020-06-30,WA,Grant,59,71,130,65239
2021-06-30,WA,Benton,0,0,0,43627
2019-05-31,WA,King,5,1,6,181939
2021-11-30,WA,Spokane,0,0,0,102699
2020-06-30,WA,Lincoln,0,0,0,4624
2020-03-31,WA,Ferry,0,0,0,3565
2018-04-30,WA,Klickitat,24,29,53,15050
2020-09-30,WA,Mason,162,131,293,47460
2022-10-31,WA,Thurston,2467,1109,3576,192794
2019-06-30,CA,San Francisco,2,1,3,105
2021-03-31,WA,Pend Oreille,0,0,0,5724
2022-11-30,WA,Snohomish,9877,2716,12593,530771
2020-01-31,WA,Lincoln,0,0,0,4671
2023-02-28,CA,Kings,2,1,3,273
2021-04-30,WA,Kittitas,0,0,0,14775
2017-01-31,WA,Mason,0,0,0,19187
2018-09-30,WA,Spokane,1,0,1,93185
2023-05-31,WA,Kittitas,8,0,8,14448
2023-04-30,WA,Grays Harbor,286,182,468,48238
2018-12-31,WA,Lincoln,2,5,7,7780
2017-03-31,WA,Walla Walla,20,22,42,34821
2017-09-30,WA,Ferry,1,1,2,4380
2021-09-30,WA,King,32879,9690,42569,1365552
2020-08-31,WA,Ferry,7,3,10,4309
2018-10-31,WA,Clark,1149,814,1963,310425
2018-07-31,WA,Chelan,112,52,164,53574
2023-07-31,WA,Whatcom,2522,891,3413,144372
2021-01-31,WA,Snohomish,1,0,1,125692
2019-11-30,WA,Franklin,0,0,0,19729
2018-09-30,WA,Whitman,0,0,0,8517
2021-11-30,WA,Whitman,0,0,0,8556
2023-02-28,WA,Thurston,2773,1153,3926,191440
2017-08-31,WA,Cowlitz,50,62,112,70013
2021-12-31,CA,Orange,5,2,7,376
2020-10-31,WA,Grant,71,81,152,65747
2021-12-31,WA,Ferry,0,0,0,3596
2022-02-28,WA,Chelan,429,121,550,54566
2022-10-31,WA,Grays Harbor,231,166,397,48742
2019-06-30,WA,Walla Walla,0,0,0,13593
2021-12-31,WA,Skamania,0,0,0,4002
2022-07-31,CA,Sacramento,3,0,3,188
2022-03-31,WA,Yakima,312,181,493,167703
2022-11-30,WA,Klickitat,3,0,3,8251
2019-12-31,WA,Mason,142,135,277,47637
2022-12-31,WA,Mason,370,191,561,46879
2023-06-30,WA,Whatcom,58,0,58,42106
2017-02-28,WA,Pacific,0,0,0,7486
2022-09-30,WA,Jefferson,454,224,678,24444
2017-05-31,WA,Douglas,32,23,55,26684
2023-06-30,WA,Walla Walla,219,111,330,34992
2021-12-31,CA,San Francisco,0,1,1,81
2021-07-31,WA,Whatcom,1475,618,2093,150663
2019-08-31,WA,Clark,0,0,0,80861
2023-01-31,WA,Spokane,1998,953,2951,324493
2018-11-30,WA,Grant,32,52,84,64032
2017-08-31,CA,San Mateo,0,1,1,150
2021-05-31,WA,Snohomish,1,0,1,126365
2023-01-31,WA,Pierce,6394,2548,8942,537638
2023-06-30,WA,Clark,97,0,97,80308
2017-01-31,WA,Kittitas,0,0,0,13412
2019-02-28,WA,Lincoln,3,5,8,7735
2023-04-30,CA,Los Angeles,4,5,9,585
2022-02-28,WA,Lewis,221,166,387,59453
2019-08-31,WA,Pend Oreille,0,0,0,5721
2018-05-31,WA,King,7,1,8,183157
2021-12-31,WA,Stevens,55,44,99,30290
2022-05-31,WA,Garfield,0,3,3,1329
2021-03-31,WA,Cowlitz,197,133,330,72161
2021-07-31,CA,Sonoma,0,1,1,79
2023-04-30,WA,Stevens,1,0,1,18709
2022-10-31,WA,Island,14,0,14,21277
2018-09-30,WA,Thurston,621,527,1148,194606
2020-03-31,CA,Tuolumne,0,1,1,10
2019-02-28,WA,Pacific,22,26,48,15864
2019-07-31,WA,Kittitas,0,0,0,14488
2021-02-28,WA,Cowlitz,0,0,0,28976
2019-12-31,WA,San Juan,253,79,332,14407
2019-08-31,WA,Whatcom,2,0,2,42997
2018-08-31,WA,Kittitas,51,34,85,29121
2017-04-30,CA,Riverside,1,1,2,829
2017-10-31,WA,Clallam,96,85,181,48722
2017-02-28,WA,Skamania,7,7,14,8543
2023-06-30,WA,Douglas,209,64,273,28488
2020-08-31,WA,Island,1,0,1,21228
2022-03-31,WA,Spokane,0,0,0,102463
2023-07-31,WA,Franklin,315,141,456,60118
2021-04-30,WA,Wahkiakum,11,6,17,3113
2019-09-30,WA,Skagit,1,0,1,32515
2022-11-30,WA,Franklin,3,0,3,20955
2021-11-30,WA,Chelan,400,113,513,54703
2021-05-31,WA,Grant,102,87,189,66863
2020-03-31,WA,Chelan,220,79,299,54482
2019-01-31,WA,Stevens,18,28,46,31816
2020-06-30,WA,Kittitas,0,0,0,14591
2020-10-31,WA,Jefferson,0,0,0,9575
2017-09-30,WA,Kittitas,0,0,0,13657
2021-10-31,WA,Walla Walla,0,0,0,14050
2022-07-31,WA,Pend Oreille,0,0,0,5648
2023-01-31,CA,Napa,0,1,1,9
2019-01-31,WA,Skagit,270,186,456,91360
2020-03-31,WA,Columbia,3,3,6,2416
2021-07-31,WA,Grays Harbor,176,146,322,49519
2017-11-30,CA,Sacramento,1,0,1,317
2020-01-31,WA,Jefferson,224,139,363,25209
2018-10-31,WA,Lewis,88,70,158,58040
2018-07-31,WA,Spokane,347,320,667,304017
2022-08-31,WA,Snohomish,45,0,45,123227
2022-11-30,WA,Clallam,8,0,8,21885
2018-06-30,WA,San Juan,0,0,0,5713
2019-02-28,WA,Mason,0,0,0,20229
2018-09-30,CA,San Francisco,1,1,2,117
2021-07-31,WA,Ferry,0,0,0,3646
2019-10-31,WA,Columbia,0,0,0,1533
2022-11-30,CA,Marin,0,1,1,29
2018-10-31,WA,Clark,0,0,0,79579
2019-10-31,WA,Klickitat,0,0,0,8311
2019-09-30,WA,Wahkiakum,0,0,0,1760
2018-07-31,WA,Columbia,2,2,4,2419
2019-08-31,WA,Grays Harbor,88,85,173,48116
2020-10-31,WA,Pend Oreille,0,0,0,5717
2018-07-31,WA,Clark,0,0,0,79240
2018-10-31,WA,King,15034,6221,21255,1376342
2023-02-28,WA,Columbia,8,1,9,2424
2023-01-31,WA,Asotin,0,0,0,6681
2020-04-30,WA,Adams,7,7,14,12756
2020-11-30,CA,Contra Costa,4,3,7,284
2023-02-28,WA,Franklin,275,128,403,61808
2023-03-31,WA,Franklin,284,129,413,61766
2017-07-31,WA,San Juan,112,39,151,13563
2019-03-31,WA,Pacific,0,0,0,7655
2019-10-31,WA,Lewis,0,0,0,26045
